timestamp,user_id,item_id,subdomain,action_type,os
1099 days 18:29:14.324798,2091299,nfmcg_8818537,u2i,view,android
1099 days 18:30:39.946267,2038152,nfmcg_26806627,u2i,view,android
1099 days 18:36:29.650740,8321442,nfmcg_19806311,u2i,view,android
1099 days 18:41:03.402857,76540344,nfmcg_6388854,u2i,view,android
1099 days 18:41:13.865236,32954358,nfmcg_21040429,catalog,view,android
1099 days 18:45:10.828075,76599612,nfmcg_7078972,u2i,view,android
1099 days 18:45:31.185547,65471418,nfmcg_19742246,catalog,click,ios
1099 days 18:49:09.210719,85708141,nfmcg_10707222,u2i,view,android
1099 days 18:51:01.583524,2091299,nfmcg_8818537,u2i,view,android
1099 days 18:52:51.200351,85708141,nfmcg_24086552,u2i,view,android
1099 days 18:53:04.546653,2091299,nfmcg_3358917,u2i,view,android
1099 days 18:53:25.613708,59646916,nfmcg_2992071,u2i,view,android
1099 days 18:54:38.902424,64358791,nfmcg_3898374,u2i,view,android
1099 days 18:55:58.980635,70411794,nfmcg_23807241,u2i,view,android
1099 days 18:57:18.602141,57155725,nfmcg_16684390,u2i,view,android
1099 days 18:58:03.341693,50235997,nfmcg_3631334,i2i,click,ios
1099 days 18:58:55.754867,65471418,nfmcg_15319833,u2i,view,android
1099 days 19:00:22.685644,36553861,nfmcg_18652421,u2i,view,android
1099 days 19:04:49.678911,21040972,nfmcg_4436221,u2i,view,android
1099 days 19:08:54.572611,65471418,nfmcg_8037608,catalog,view,android
1099 days 19:12:34.151171,19673253,nfmcg_19030396,u2i,view,android
1099 days 19:13:35.176807,85708141,nfmcg_14326289,u2i,view,android
1099 days 19:15:28.246395,5303449,nfmcg_12636714,u2i,view,android
1099 days 19:17:21.418658,2091299,nfmcg_16621063,u2i,view,android
1099 days 19:24:20.575345,86547097,nfmcg_9709388,u2i,view,android
1099 days 19:25:37.894450,76540344,nfmcg_1687065,u2i,view,android
1099 days 19:26:34.030309,84440491,nfmcg_19766962,u2i,view,android
1099 days 19:28:18.218808,40045994,nfmcg_8134244,other,view,ios
1099 days 19:28:20.320257,86547097,nfmcg_9709388,u2i,view,android
1099 days 19:31:24.370295,44987371,nfmcg_19742246,other,view,android
1099 days 19:31:47.850031,15351943,nfmcg_26806627,u2i,view,android
1099 days 19:33:17.739134,65692899,nfmcg_17419311,other,view,android
1099 days 19:34:32.700071,65471418,nfmcg_24057055,catalog,view,android
1099 days 19:35:01.875612,86525696,nfmcg_7854923,u2i,view,android
1099 days 19:36:55.905870,86525696,nfmcg_11856679,u2i,view,android
1099 days 19:38:00.181720,32954358,nfmcg_16154725,catalog,view,android
1099 days 19:39:58.647767,40045994,nfmcg_8257861,u2i,view,ios
1099 days 19:40:02.634249,86547097,nfmcg_613117,i2i,click,android
1099 days 19:46:02.884832,8321442,nfmcg_19030396,other,view,android
1099 days 19:48:17.946244,76540344,nfmcg_1687065,u2i,view,android
1099 days 19:48:59.303555,2091299,nfmcg_15022704,other,view,android
1099 days 19:49:02.211570,21040972,nfmcg_27711770,u2i,view,android
1099 days 19:49:33.794045,47894981,nfmcg_14326289,u2i,view,android
1099 days 19:50:57.591053,30153714,nfmcg_16213424,other,view,android
1099 days 19:54:39.356973,86525696,nfmcg_13158672,u2i,view,android
1099 days 19:56:49.791095,11281781,nfmcg_10839025,u2i,view,ios
1099 days 19:58:20.299321,85708141,nfmcg_7362830,u2i,view,android
1099 days 20:05:16.501203,59646916,nfmcg_2992071,u2i,view,android
1099 days 20:07:09.060792,35415450,nfmcg_15604363,other,view,android
1099 days 20:07:29.603382,70411794,nfmcg_4735969,u2i,view,android
1099 days 20:12:04.162572,8065138,nfmcg_6971345,other,view,ios
1099 days 20:14:57.067259,18427765,nfmcg_7851817,other,view,android
1099 days 20:17:51.495763,86525696,nfmcg_12127508,u2i,view,android
1099 days 20:18:19.949597,57487649,nfmcg_4085927,other,view,android
1099 days 20:21:00.806489,76540344,nfmcg_15241635,u2i,view,android
1099 days 20:26:24.971488,28840212,nfmcg_2542353,catalog,view,android
1099 days 20:28:34.502303,85708141,nfmcg_13757063,u2i,view,android
1099 days 20:28:52.492409,81102534,nfmcg_15195552,u2i,view,android
1099 days 20:29:04.923046,32954358,nfmcg_22613580,catalog,view,android
1099 days 20:29:54.685016,86547097,nfmcg_14649335,u2i,view,android
1099 days 20:32:26.444719,47568801,nfmcg_26053389,u2i,view,ios
1099 days 20:33:03.971880,88824113,nfmcg_11784384,u2i,view,ios
1099 days 20:39:36.180690,85708141,nfmcg_25928643,u2i,view,android
1099 days 20:39:47.535380,59646916,nfmcg_11856679,other,view,android
1099 days 20:40:21.891469,85708141,nfmcg_13757063,u2i,view,android
1099 days 20:40:42.650700,85708141,nfmcg_13757063,other,view,android
1099 days 20:42:21.651816,5303449,nfmcg_13723637,u2i,view,android
1099 days 20:48:57.330454,54326542,nfmcg_4631158,other,view,android
1099 days 20:52:33.752982,57487649,nfmcg_3307868,other,view,android
1099 days 20:55:52.219274,11281781,nfmcg_13329597,u2i,view,ios
1099 days 20:57:02.443887,65471418,nfmcg_7844241,u2i,view,android
1099 days 20:59:22.554918,65686595,nfmcg_25446985,other,view,android
1099 days 21:01:17.595511,65471418,nfmcg_20909006,catalog,view,android
1099 days 21:03:09.411506,28840212,nfmcg_11343562,u2i,view,android
1099 days 21:05:12.109501,88824113,nfmcg_9528279,u2i,view,android
1099 days 21:07:04.364520,73212316,nfmcg_6464466,other,view,android
1099 days 21:08:05.308532,86547097,nfmcg_12898997,u2i,view,android
1099 days 21:10:41.956138,39697819,nfmcg_14896223,u2i,view,ios
1099 days 21:11:33.922833,39697819,nfmcg_4085927,u2i,view,ios
1099 days 21:11:56.497996,902867,nfmcg_17884195,u2i,view,android
1099 days 21:12:30.808601,38072167,nfmcg_20114920,other,view,ios
1099 days 21:13:56.920671,50235997,nfmcg_19030396,u2i,click,android
1099 days 21:15:37.177815,28840212,nfmcg_25237144,u2i,view,android
1099 days 21:17:12.619886,73918679,nfmcg_19742246,u2i,view,ios
1099 days 21:19:19.588003,73918679,nfmcg_26806627,u2i,view,ios
1099 days 21:23:45.340802,76540344,nfmcg_21179186,u2i,view,android
1099 days 21:24:55.054775,55888240,nfmcg_7006930,u2i,view,android
1099 days 21:25:03.369672,85708141,nfmcg_22430079,u2i,view,android
1099 days 21:28:52.591229,76511864,nfmcg_4292092,other,view,android
1099 days 21:32:04.383214,65471418,nfmcg_6295608,u2i,view,android
1099 days 21:33:15.928949,35820640,nfmcg_4292092,u2i,view,android
1099 days 21:35:20.404967,2091299,nfmcg_3358917,u2i,view,android
1099 days 21:39:00.613025,65471418,nfmcg_153018,catalog,view,android
1099 days 21:44:26.367531,85708141,nfmcg_14193797,u2i,view,android
1099 days 21:45:19.070705,76540344,nfmcg_11856679,u2i,view,android
1099 days 21:46:09.772428,28840212,nfmcg_867469,u2i,view,android
1099 days 21:48:55.505866,58706189,nfmcg_26053389,u2i,view,android
1099 days 21:51:46.226081,5749350,nfmcg_15431332,other,view,android
1099 days 21:53:37.299611,86547097,nfmcg_22003990,i2i,click,android
1099 days 21:57:56.456955,85708141,nfmcg_4857549,u2i,view,android
1099 days 21:58:02.184913,65471418,nfmcg_18906383,catalog,view,android
1099 days 21:59:11.416355,28765674,nfmcg_5968503,other,view,android
1099 days 21:59:27.843608,86547097,nfmcg_14649335,u2i,view,android
1099 days 22:01:18.726278,39697819,nfmcg_20903225,other,view,ios
1099 days 22:02:42.579913,59646916,nfmcg_2826310,other,view,ios
1099 days 22:03:19.900985,19742241,nfmcg_3665310,other,view,android
1099 days 22:03:35.495752,38188511,nfmcg_3631334,other,view,android
1099 days 22:05:44.175181,28840212,nfmcg_23563602,u2i,view,android
1099 days 22:10:37.048130,5303449,nfmcg_7816204,u2i,view,android
1099 days 22:11:35.065272,65471418,nfmcg_13241854,catalog,view,android
1099 days 22:12:14.953414,86525696,nfmcg_27975705,u2i,view,android
1099 days 22:14:41.860070,85708141,nfmcg_867469,u2i,view,android
1099 days 22:15:56.631738,7258437,nfmcg_4436221,other,view,android
1099 days 22:17:38.053104,59646916,nfmcg_7249733,u2i,view,android
1099 days 22:24:10.980708,29328171,nfmcg_20114920,u2i,view,android
1099 days 22:25:21.011559,28840212,nfmcg_3342838,catalog,view,android
1099 days 22:29:19.655356,88824113,nfmcg_14326289,u2i,view,android
1099 days 22:29:56.247697,28840212,nfmcg_21728705,catalog,view,android
1099 days 22:30:05.973446,65471418,nfmcg_17785130,catalog,view,android
1099 days 22:31:51.379129,11281781,nfmcg_26053389,u2i,view,ios
1099 days 22:33:37.117200,88952686,nfmcg_4085927,u2i,view,android
1099 days 22:33:51.211644,65471418,nfmcg_21400075,u2i,view,android
1099 days 22:36:26.787508,5303449,nfmcg_25823124,u2i,view,android
1099 days 22:37:00.155617,35820640,nfmcg_11856679,u2i,view,android
1099 days 22:39:44.028677,86525696,nfmcg_28456199,u2i,view,android
1099 days 22:41:56.921691,76540344,nfmcg_6388854,u2i,view,android
1099 days 22:43:03.144161,59646916,nfmcg_11856679,u2i,view,android
1099 days 22:43:18.361809,59646916,nfmcg_2992071,u2i,view,android
1099 days 22:46:15.522913,85708141,nfmcg_9245128,u2i,view,android
1099 days 22:53:11.376347,39697819,nfmcg_4236027,u2i,view,ios
1099 days 22:53:13.427132,86547097,nfmcg_2681623,u2i,click,android
1099 days 22:58:14.749816,50728289,nfmcg_14326289,u2i,view,ios
1099 days 22:59:20.249322,70411794,nfmcg_27873997,u2i,view,android
1099 days 23:06:41.722425,39697819,nfmcg_1724547,u2i,view,ios
1099 days 23:12:32.673612,10532586,nfmcg_19741298,other,view,android
1099 days 23:12:50.218073,28840212,nfmcg_20992285,catalog,view,android
1099 days 23:14:15.912983,65471418,nfmcg_20114920,u2i,view,android
1099 days 23:17:12.546590,28840212,nfmcg_6563951,u2i,view,android
1099 days 23:20:00.939733,902867,nfmcg_17884195,u2i,view,android
1099 days 23:22:06.594378,86525696,nfmcg_4984604,catalog,view,android
1099 days 23:27:20.326454,65471418,nfmcg_15421036,catalog,view,android
1099 days 23:36:02.648498,17438839,nfmcg_867469,u2i,view,android
1099 days 23:38:24.719326,29611271,nfmcg_9907774,u2i,view,android
1099 days 23:38:44.495231,73918679,nfmcg_10417851,u2i,view,ios
1099 days 23:45:03.615839,65471418,nfmcg_27889181,catalog,view,android
1099 days 23:46:30.183242,65471418,nfmcg_16453030,catalog,view,android
1099 days 23:47:28.678963,11281781,nfmcg_6829990,other,view,android
1099 days 23:48:45.963877,28840212,nfmcg_12656479,catalog,view,android
1099 days 23:49:03.480120,53399996,nfmcg_7415146,u2i,view,ios
1099 days 23:50:51.639941,72942632,nfmcg_2138782,u2i,view,android
1099 days 23:56:14.526568,65692899,nfmcg_17419311,other,view,android
1099 days 23:57:42.759402,39697819,nfmcg_8374082,other,view,ios
1100 days 00:05:29.508661,88952686,nfmcg_22764748,u2i,view,android
1100 days 00:08:20.592398,39697819,nfmcg_20635570,u2i,view,ios
1100 days 00:08:42.264419,65740740,nfmcg_22146622,u2i,view,android
1100 days 00:12:47.834524,28840212,nfmcg_1699437,catalog,view,android
1100 days 00:15:30.907266,32954358,nfmcg_17606253,catalog,view,android
1100 days 00:15:37.700513,15870850,nfmcg_25926998,u2i,view,android
1100 days 00:18:52.819240,65692899,nfmcg_21786924,other,view,android
1100 days 00:18:56.500498,72942632,nfmcg_24086552,u2i,view,android
1100 days 00:20:23.456933,28840212,nfmcg_27322396,catalog,view,android
1100 days 00:27:18.928156,59646916,nfmcg_8374082,u2i,view,android
1100 days 00:28:17.949489,3438353,nfmcg_6971345,other,view,android
1100 days 00:29:29.215200,65692899,nfmcg_17419311,other,view,android
1100 days 00:32:25.144516,86525696,nfmcg_14261241,u2i,view,android
1100 days 00:33:32.347520,6857436,nfmcg_24492920,u2i,view,android
1100 days 00:33:56.991641,6857436,nfmcg_4085927,u2i,view,android
1100 days 00:44:04.189273,13188292,nfmcg_11784384,u2i,view,android
1100 days 00:44:58.687612,65692899,nfmcg_21786924,other,view,android
1100 days 00:47:30.053363,70411794,nfmcg_2138782,u2i,view,android
1100 days 00:50:02.584556,27196993,nfmcg_202724,u2i,view,ios
1100 days 00:52:33.820385,50349981,nfmcg_23807241,other,view,android
1100 days 00:53:42.234138,86525696,nfmcg_22609057,u2i,view,android
1100 days 00:57:18.410472,38072167,nfmcg_17687693,u2i,view,ios
1100 days 00:59:21.273518,88824113,nfmcg_14326289,u2i,view,android
1100 days 01:02:29.530289,32954358,nfmcg_15785244,catalog,view,android
1100 days 01:02:47.331230,6857436,nfmcg_22035600,u2i,view,android
1100 days 01:07:07.178826,39697819,nfmcg_28404864,u2i,view,ios
1100 days 01:07:17.315638,59646916,nfmcg_20140725,u2i,view,android
1100 days 01:07:53.051520,26839580,nfmcg_21786924,u2i,view,android
1100 days 01:09:08.873471,28840212,nfmcg_5625384,catalog,view,android
1100 days 01:12:05.575952,48644187,nfmcg_13757063,u2i,view,android
1100 days 01:14:43.701856,11394013,nfmcg_20762172,catalog,view,android
1100 days 01:18:34.224655,11394013,nfmcg_2542353,catalog,view,android
1100 days 01:21:15.486878,6857436,nfmcg_2879160,u2i,view,android
1100 days 01:22:26.857924,88952686,nfmcg_3185174,u2i,view,android
1100 days 01:23:02.582517,11394013,nfmcg_12656479,catalog,view,android
1100 days 01:26:02.693572,39697819,nfmcg_6803618,u2i,view,ios
1100 days 01:27:15.450489,86525696,nfmcg_5402803,u2i,view,android
1100 days 01:27:31.255310,58431173,nfmcg_8818537,u2i,view,android
1100 days 01:34:26.407122,15870850,nfmcg_7313303,u2i,view,android
1100 days 01:41:42.901349,2038152,nfmcg_18640080,u2i,view,android
1100 days 01:44:23.326296,39697819,nfmcg_8374082,other,view,ios
1100 days 01:49:07.885317,62593339,nfmcg_22802028,u2i,view,android
1100 days 01:49:14.527920,6857436,nfmcg_15410130,u2i,view,android
1100 days 01:50:29.313675,27196993,nfmcg_2067568,u2i,view,ios
1100 days 01:50:48.554368,39697819,nfmcg_28270569,u2i,view,ios
1100 days 01:51:19.481083,59646916,nfmcg_7249733,u2i,view,android
1100 days 01:51:23.128996,53399996,nfmcg_20675903,other,view,android
1100 days 01:51:41.327763,59646916,nfmcg_20140725,u2i,view,android
1100 days 01:52:30.187960,11281781,nfmcg_12516043,u2i,view,ios
1100 days 01:55:09.221417,70901337,nfmcg_21786924,u2i,view,android
1100 days 01:56:45.206918,32954358,nfmcg_7563678,catalog,view,android
1100 days 01:57:44.040005,38072167,nfmcg_14326289,u2i,view,ios
1100 days 02:00:00.525143,11394013,nfmcg_20684313,catalog,view,android
1100 days 02:00:11.926067,28840212,nfmcg_2568757,catalog,view,android
1100 days 02:00:53.123657,39697819,nfmcg_8374082,u2i,view,ios
1100 days 02:01:20.470797,67649738,nfmcg_20869172,other,view,android
1100 days 02:08:38.891888,60095071,nfmcg_14326289,u2i,view,android
1100 days 02:10:20.748518,87783687,nfmcg_19742246,u2i,view,android
1100 days 02:12:24.455571,65740740,nfmcg_2992071,u2i,view,android
1100 days 02:13:19.906396,11394013,nfmcg_15844448,catalog,view,android
1100 days 02:16:09.235339,72942632,nfmcg_20114920,other,view,android
1100 days 02:17:30.043508,28840212,nfmcg_13789754,catalog,view,android
1100 days 02:20:25.176860,28840212,nfmcg_21678523,u2i,view,android
1100 days 02:21:10.832036,11394013,nfmcg_10472957,u2i,view,android
1100 days 02:21:11.306503,27196993,nfmcg_5574961,u2i,view,ios
1100 days 02:21:17.781360,26839580,nfmcg_20114920,u2i,view,android
1100 days 02:21:29.706054,39697819,nfmcg_13723637,u2i,view,ios
1100 days 02:22:59.800210,11394013,nfmcg_14758340,catalog,view,android
1100 days 02:23:02.691452,59646916,nfmcg_9933766,u2i,view,android
1100 days 02:23:27.013743,74743328,nfmcg_3082637,other,view,android
1100 days 02:27:01.370487,27736789,nfmcg_14193797,other,view,android
1100 days 02:30:02.190073,85390663,nfmcg_13517883,u2i,view,android
1100 days 02:31:30.938002,67649738,nfmcg_13321159,catalog,view,android
1100 days 02:35:17.111637,11394013,nfmcg_12656479,catalog,view,android
1100 days 02:36:39.947579,11394013,nfmcg_28078922,catalog,view,android
1100 days 02:41:11.879262,6857436,nfmcg_10417851,u2i,view,android
1100 days 02:43:24.202445,60095071,nfmcg_22764748,u2i,view,android
1100 days 02:44:00.402901,86525696,nfmcg_11883565,catalog,view,android
1100 days 02:45:24.552870,39697819,nfmcg_25237144,u2i,view,ios
1100 days 02:47:27.523992,38476510,nfmcg_22869123,u2i,view,android
1100 days 02:47:28.319068,58431173,nfmcg_2992071,u2i,view,android
1100 days 02:47:36.378518,15870850,nfmcg_17447853,u2i,view,android
1100 days 02:48:47.704103,29250236,nfmcg_4737005,other,view,android
1100 days 02:49:08.909776,27196993,nfmcg_13757063,u2i,view,ios
1100 days 02:50:28.076815,6857436,nfmcg_15410130,u2i,view,android
1100 days 02:51:06.319470,6857436,nfmcg_10417851,u2i,view,android
1100 days 02:55:22.108895,20402031,nfmcg_16883345,other,view,ios
1100 days 02:56:37.289456,72942632,nfmcg_18843173,u2i,view,android
1100 days 02:57:40.236188,85390663,nfmcg_24900487,u2i,view,android
1100 days 02:58:14.413792,6857436,nfmcg_2879160,u2i,view,android
1100 days 03:00:26.185295,11394013,nfmcg_3533435,catalog,view,android
1100 days 03:01:08.060070,70411794,nfmcg_4735969,u2i,view,android
1100 days 03:06:09.903922,11394013,nfmcg_1466327,u2i,view,android
1100 days 03:06:22.101538,86525696,nfmcg_21539618,u2i,view,android
1100 days 03:09:31.861796,75881907,nfmcg_24014517,u2i,view,android
1100 days 03:11:27.224373,6857436,nfmcg_11856679,u2i,view,android
1100 days 03:11:33.902977,62593339,nfmcg_9728251,u2i,view,android
1100 days 03:13:05.198005,28840212,nfmcg_28270569,u2i,view,android
1100 days 03:14:25.503891,61865218,nfmcg_3913573,u2i,view,android
1100 days 03:18:17.181565,88824113,nfmcg_9528279,u2i,view,android
1100 days 03:19:35.208202,60095071,nfmcg_254657,u2i,view,android
1100 days 03:19:58.763093,28840212,nfmcg_15844448,catalog,view,android
1100 days 03:22:44.046579,59646916,nfmcg_4436221,u2i,view,android
1100 days 03:25:07.379512,28840212,nfmcg_21786924,u2i,view,android
1100 days 03:25:28.935745,75881907,nfmcg_582503,u2i,click,android
1100 days 03:26:07.273524,38476510,nfmcg_25007566,u2i,view,android
1100 days 03:26:07.845904,11394013,nfmcg_12796030,u2i,view,android
1100 days 03:28:52.451698,58431173,nfmcg_15410130,u2i,view,android
1100 days 03:30:19.022698,19289681,nfmcg_19091516,catalog,view,android
1100 days 03:32:08.381210,87783687,nfmcg_22764748,u2i,view,android
1100 days 03:36:27.823886,39697819,nfmcg_28404864,other,view,ios
1100 days 03:37:23.804185,11032364,nfmcg_7816204,u2i,view,android
1100 days 03:40:18.922561,38476510,nfmcg_6295608,u2i,view,android
1100 days 03:41:16.565541,6857436,nfmcg_4085927,u2i,view,android
1100 days 03:41:45.632514,73918679,nfmcg_10472957,u2i,view,ios
1100 days 03:42:54.350404,15870850,nfmcg_19270524,other,view,android
1100 days 03:42:56.048037,58431173,nfmcg_10046742,u2i,view,android
1100 days 03:46:16.685905,27196993,nfmcg_11112738,u2i,view,ios
1100 days 03:46:34.749523,38072167,nfmcg_2956928,u2i,view,ios
1100 days 03:47:37.249870,70411794,nfmcg_13757063,u2i,view,android
1100 days 03:48:14.897346,8321442,nfmcg_15431332,u2i,view,ios
1100 days 03:49:21.154518,88952686,nfmcg_21786924,u2i,view,android
1100 days 03:50:04.713831,76511864,nfmcg_22845798,other,view,ios
1100 days 03:51:18.966063,58431173,nfmcg_7816204,u2i,view,android
1100 days 03:52:46.796474,38476510,nfmcg_15092544,u2i,view,android
1100 days 03:53:49.398505,39697819,nfmcg_8374082,other,click,ios
1100 days 03:54:31.779512,28840212,nfmcg_1466327,u2i,view,android
1100 days 03:55:38.842785,44813615,nfmcg_26806627,u2i,view,android
1100 days 03:55:52.231597,38476510,nfmcg_6843248,u2i,view,android
1100 days 03:56:22.817149,59646916,nfmcg_4436221,other,view,android
1100 days 03:57:16.067199,11032364,nfmcg_4436221,u2i,view,android
1100 days 04:03:07.085971,38509566,nfmcg_25454249,other,view,android
1100 days 04:05:53.628209,11394013,nfmcg_1466327,u2i,view,android
1100 days 04:09:36.773952,60095071,nfmcg_254657,u2i,view,android
1100 days 04:15:42.018347,11394013,nfmcg_23405265,catalog,view,android
1100 days 04:18:06.696120,28840212,nfmcg_7696108,u2i,view,android
1100 days 04:18:56.149958,59646916,nfmcg_11856679,u2i,view,android
1100 days 04:19:54.063691,39697819,nfmcg_28078922,u2i,view,ios
1100 days 04:19:59.380684,88952686,nfmcg_10840247,u2i,view,android
1100 days 04:20:45.231002,38476510,nfmcg_25462390,catalog,view,android
1100 days 04:25:57.593816,87783687,nfmcg_254657,u2i,view,android
1100 days 04:26:45.665520,11281781,nfmcg_4761190,u2i,view,ios
1100 days 04:28:09.544736,75881907,nfmcg_21786924,u2i,view,android
1100 days 04:29:17.137478,59646916,nfmcg_24492920,u2i,view,android
1100 days 04:30:26.761928,81102534,nfmcg_4436221,u2i,view,android
1100 days 04:31:16.851555,3438353,nfmcg_11856679,u2i,view,android
1100 days 04:31:31.909213,11394013,nfmcg_16081340,catalog,view,android
1100 days 04:31:58.066421,19289681,nfmcg_6016177,u2i,view,android
1100 days 04:32:30.146388,86525696,nfmcg_24200405,u2i,view,android
1100 days 04:34:19.676936,86525696,nfmcg_10312036,u2i,view,android
1100 days 04:35:17.844308,6857436,nfmcg_4085927,u2i,view,android
1100 days 04:37:59.353334,70411794,nfmcg_16851959,u2i,view,android
1100 days 04:38:32.101684,11032364,nfmcg_7816204,u2i,view,android
1100 days 04:38:39.352105,60095071,nfmcg_22764748,u2i,view,android
1100 days 04:45:44.850156,6857436,nfmcg_22035600,u2i,view,android
1100 days 04:47:28.675786,48992091,nfmcg_20114920,u2i,view,android
1100 days 04:48:54.749862,15870850,nfmcg_19270524,u2i,view,android
1100 days 04:49:35.719011,48992091,nfmcg_254657,u2i,view,android
1100 days 04:49:43.328215,6857436,nfmcg_7854923,u2i,view,android
1100 days 04:50:13.331460,13188292,nfmcg_10472957,u2i,view,ios
1100 days 04:54:48.342890,61865218,nfmcg_4436221,u2i,view,android
1100 days 04:55:53.998904,86525696,nfmcg_6209196,u2i,view,android
1100 days 04:56:04.952290,38476510,nfmcg_5360667,u2i,view,android
1100 days 04:58:27.794784,59646916,nfmcg_8374082,u2i,view,android
1100 days 04:58:28.371585,11394013,nfmcg_12796030,u2i,view,android
1100 days 05:01:06.344467,39697819,nfmcg_4857549,u2i,view,android
1100 days 05:05:39.268960,59646916,nfmcg_4436221,u2i,view,android
1100 days 05:11:54.073516,76511864,nfmcg_22764748,other,view,android
1100 days 05:13:08.911044,39697819,nfmcg_28451636,u2i,view,ios
1100 days 05:15:15.445378,59421152,nfmcg_27873997,u2i,view,android
1100 days 05:16:26.417181,65740740,nfmcg_11856679,u2i,view,android
1100 days 05:20:27.853513,6857436,nfmcg_2879160,u2i,view,android
1100 days 05:22:21.935649,54951949,nfmcg_12614839,other,view,other
1100 days 05:23:38.823737,73918679,nfmcg_8185746,u2i,view,ios
1100 days 05:25:36.606351,13188292,nfmcg_19742246,u2i,view,ios
1100 days 05:25:53.529669,61865218,nfmcg_16484774,u2i,view,android
1100 days 05:29:17.102583,28840212,nfmcg_11986548,catalog,view,android
1100 days 05:29:35.523318,9557762,nfmcg_28078922,other,view,android
1100 days 05:30:30.016383,49582828,nfmcg_12796030,u2i,view,android
1100 days 05:31:27.427419,11394013,nfmcg_27322396,catalog,view,android
1100 days 05:31:27.828124,248860,nfmcg_16287106,u2i,view,android
1100 days 05:32:20.686155,11394013,nfmcg_12656479,catalog,view,android
1100 days 05:32:24.664523,39697819,nfmcg_15387370,u2i,view,ios
1100 days 05:33:29.299744,8321442,nfmcg_22764748,u2i,view,android
1100 days 05:33:35.512344,57486402,nfmcg_15241635,u2i,view,ios
1100 days 05:34:30.027028,39697819,nfmcg_21678523,u2i,view,ios
1100 days 05:34:48.473472,11394013,nfmcg_27322396,catalog,view,android
1100 days 05:35:28.969609,19289681,nfmcg_3898374,u2i,view,android
1100 days 05:38:03.906937,13188292,nfmcg_3082637,u2i,view,ios
1100 days 05:38:45.897566,86525696,nfmcg_11884639,u2i,view,android
1100 days 05:40:02.242293,87783687,nfmcg_14326289,u2i,view,android
1100 days 05:40:55.339004,39697819,nfmcg_15410130,u2i,view,ios
1100 days 05:41:01.703497,75881907,nfmcg_20903225,u2i,view,android
1100 days 05:41:19.835516,39697819,nfmcg_15241635,u2i,view,ios
1100 days 05:45:21.900048,29328171,nfmcg_11474207,other,view,android
1100 days 05:45:45.196629,49582828,nfmcg_12796030,u2i,view,android
1100 days 05:46:48.690455,5515542,nfmcg_25407133,u2i,click,android
1100 days 05:49:13.491630,38476510,nfmcg_19393019,catalog,view,android
1100 days 05:50:49.195966,11394013,nfmcg_226874,u2i,view,android
1100 days 05:50:50.563300,3438353,nfmcg_211737,u2i,view,android
1100 days 05:52:22.622982,44813615,nfmcg_16213424,other,view,android
1100 days 05:52:54.292641,28840212,nfmcg_3533435,catalog,view,android
1100 days 05:53:04.976503,50728289,nfmcg_19766962,u2i,view,android
1100 days 05:53:05.829247,28840212,nfmcg_1005581,catalog,view,android
1100 days 05:53:08.558222,86525696,nfmcg_8984051,u2i,view,android
1100 days 05:53:41.109491,19289681,nfmcg_28072917,u2i,view,android
1100 days 05:59:47.938417,87783687,nfmcg_19030396,u2i,view,android
1100 days 06:03:10.033480,3438353,nfmcg_16122000,other,view,android
1100 days 06:03:18.588407,8321442,nfmcg_20114920,u2i,view,android
1100 days 06:04:01.536417,19289681,nfmcg_19806311,u2i,view,android
1100 days 06:06:48.127834,61865218,nfmcg_16484774,u2i,view,android
1100 days 06:07:10.195590,61865218,nfmcg_15387370,u2i,view,android
1100 days 06:07:53.517002,28840212,nfmcg_28270569,u2i,view,android
1100 days 06:08:13.960019,38476510,nfmcg_17128323,u2i,view,android
1100 days 06:09:38.088363,4595069,nfmcg_12022740,u2i,view,android
1100 days 06:09:41.026213,43941814,nfmcg_226874,u2i,view,android
1100 days 06:11:52.864778,39697819,nfmcg_13723637,other,view,ios
1100 days 06:13:02.962797,3438353,nfmcg_7816204,u2i,view,android
1100 days 06:14:13.028891,8065138,nfmcg_17832503,u2i,view,ios
1100 days 06:14:18.730747,61590889,nfmcg_867469,u2i,view,ios
1100 days 06:17:25.898198,86525696,nfmcg_18442136,u2i,view,android
1100 days 06:17:43.197905,75881907,nfmcg_21786924,u2i,view,android
1100 days 06:17:45.999956,55897847,nfmcg_27815984,u2i,view,android
1100 days 06:18:20.243801,19289681,nfmcg_2956928,other,view,android
1100 days 06:18:20.571410,81102534,nfmcg_15927396,u2i,view,android
1100 days 06:18:34.831053,44354150,nfmcg_11856679,u2i,view,android
1100 days 06:19:50.321729,19289681,nfmcg_22167570,u2i,view,android
1100 days 06:25:10.263556,59421152,nfmcg_22992567,u2i,view,android
1100 days 06:26:00.742490,55897847,nfmcg_3416168,other,view,android
1100 days 06:26:45.370240,75881907,nfmcg_20903225,u2i,view,android
1100 days 06:27:15.966871,5515542,nfmcg_12611615,u2i,view,android
1100 days 06:30:38.204449,86525696,nfmcg_1317067,u2i,view,android
1100 days 06:31:50.390782,11394013,nfmcg_23563602,u2i,view,android
1100 days 06:31:59.261186,67649738,nfmcg_6729392,catalog,view,android
1100 days 06:32:13.348351,86591445,nfmcg_7707365,other,view,android
1100 days 06:32:48.854880,48992091,nfmcg_254657,u2i,view,android
1100 days 06:32:49.923952,67649738,nfmcg_11245698,catalog,view,android
1100 days 06:33:54.810121,86525696,nfmcg_2992071,u2i,view,android
